Order_date_SK,orderDate,Year,Quarter,Month,Week,FiscalYear,FiscalQuarter,FiscalMonth,FiscalWeek
58416,7/2/2008,2008,3,7,27,2009,2,4,39
58417,7/2/2008,2008,3,7,27,2009,2,4,39
58418,7/2/2008,2008,3,7,27,2009,2,4,39
58419,7/13/2008,2008,3,7,29,2009,2,4,41
58420,7/13/2008,2008,3,7,29,2009,2,4,41
58421,7/6/2008,2008,3,7,28,2009,2,4,40
58422,6/23/2008,2008,2,6,26,2009,1,3,38
58423,7/12/2008,2008,3,7,28,2009,2,4,40
58424,6/20/2008,2008,2,6,25,2009,1,3,37
58425,7/10/2005,2005,3,7,29,2006,2,4,41
58426,7/10/2005,2005,3,7,29,2006,2,4,41
58427,5/4/2006,2006,2,5,18,2007,1,2,30
58428,7/17/2005,2005,3,7,30,2006,2,4,42
58429,7/3/2005,2005,3,7,28,2006,2,4,40
58430,7/3/2005,2005,3,7,28,2006,2,4,40
58431,7/4/2008,2008,3,7,27,2009,2,4,39
58432,7/22/2005,2005,3,7,30,2006,2,4,42
58433,6/28/2005,2005,2,6,27,2006,1,3,39
58434,7/24/2005,2005,3,7,31,2006,2,4,43
58435,5/11/2005,2005,2,5,20,2006,1,2,32
58436,5/11/2005,2005,2,5,20,2006,1,2,32
58437,5/14/2005,2005,2,5,20,2006,1,2,32
58438,5/29/2005,2005,2,5,23,2006,1,2,35
58439,5/29/2005,2005,2,5,23,2006,1,2,35
58440,5/22/2005,2005,2,5,22,2006,1,2,34
58441,5/21/2005,2005,2,5,21,2006,1,2,33
58442,12/14/2004,2004,4,12,51,2005,3,9,63
58443,12/14/2004,2004,4,12,51,2005,3,9,63
58444,6/8/2005,2005,2,6,24,2006,1,3,36
58445,6/4/2005,2005,2,6,23,2006,1,3,35
58446,11/6/2006,2006,4,11,45,2007,3,8,57
58447,11/29/2006,2006,4,11,48,2007,3,8,60
58448,5/10/2010,2010,2,5,20,2011,1,2,32
58449,5/5/2010,2010,2,5,19,2011,1,2,31
58450,10/15/2006,2006,4,10,42,2007,3,7,54
58451,10/15/2006,2006,4,10,42,2007,3,7,54
58452,4/25/2008,2008,2,4,17,2009,1,1,29
58453,10/2/2006,2006,4,10,40,2007,3,7,52
58454,10/2/2006,2006,4,10,40,2007,3,7,52
58455,10/21/2006,2006,4,10,42,2007,3,7,54
58456,10/21/2006,2006,4,10,42,2007,3,7,54
58457,10/23/2006,2006,4,10,43,2007,3,7,55
58458,4/27/2008,2008,2,4,18,2009,1,1,30
58459,4/18/2008,2008,2,4,16,2009,1,1,28
58460,5/11/2008,2008,2,5,20,2009,1,2,32
58461,5/9/2008,2008,2,5,19,2009,1,2,31
58462,5/9/2008,2008,2,5,19,2009,1,2,31
58463,10/26/2006,2006,4,10,43,2007,3,7,55
58464,5/5/2008,2008,2,5,19,2009,1,2,31
58465,5/5/2008,2008,2,5,19,2009,1,2,31
58466,1/23/2008,2008,1,1,4,2008,4,10,44
58467,6/29/2008,2008,2,6,27,2009,1,3,39
58468,6/29/2008,2008,2,6,27,2009,1,3,39
58469,7/13/2008,2008,3,7,29,2009,2,4,41
58470,7/29/2008,2008,3,7,31,2009,2,4,43
58471,9/14/2005,2005,3,9,38,2006,2,6,50
58472,7/26/2008,2008,3,7,30,2009,2,4,42
58473,7/26/2008,2008,3,7,30,2009,2,4,42
58474,2/14/2008,2008,1,2,7,2008,4,11,47
58475,2/14/2008,2008,1,2,7,2008,4,11,47
58476,12/16/2008,2008,4,12,51,2009,3,9,63
58477,11/24/2008,2008,4,11,48,2009,3,8,60
58478,11/24/2008,2008,4,11,48,2009,3,8,60
58479,11/17/2008,2008,4,11,47,2009,3,8,59
58480,11/17/2008,2008,4,11,47,2009,3,8,59
58481,11/17/2008,2008,4,11,47,2009,3,8,59
58482,11/18/2008,2008,4,11,47,2009,3,8,59
58483,11/18/2008,2008,4,11,47,2009,3,8,59
58484,11/15/2008,2008,4,11,46,2009,3,8,58
58485,11/15/2008,2008,4,11,46,2009,3,8,58
58486,11/10/2006,2006,4,11,45,2007,3,8,57
58487,11/10/2006,2006,4,11,45,2007,3,8,57
58488,11/29/2008,2008,4,11,48,2009,3,8,60
58489,11/29/2008,2008,4,11,48,2009,3,8,60
58490,12/2/2008,2008,4,12,49,2009,3,9,61
58491,12/2/2008,2008,4,12,49,2009,3,9,61
58492,12/2/2008,2008,4,12,49,2009,3,9,61
58493,11/6/2005,2005,4,11,46,2006,3,8,58
58494,11/6/2005,2005,4,11,46,2006,3,8,58
58495,11/2/2005,2005,4,11,45,2006,3,8,57
58496,10/30/2005,2005,4,10,45,2006,3,7,57
58497,10/30/2005,2005,4,10,45,2006,3,7,57
58498,10/30/2005,2005,4,10,45,2006,3,7,57
58499,11/4/2005,2005,4,11,45,2006,3,8,57
58500,10/23/2005,2005,4,10,44,2006,3,7,56
58501,11/3/2005,2005,4,11,45,2006,3,8,57
58502,11/3/2005,2005,4,11,45,2006,3,8,57
58503,11/3/2005,2005,4,11,45,2006,3,8,57
58504,1/12/2010,2010,1,1,3,2010,4,10,43
58505,1/12/2010,2010,1,1,3,2010,4,10,43
58506,1/12/2010,2010,1,1,3,2010,4,10,43
58507,1/28/2010,2010,1,1,5,2010,4,10,45
58508,1/25/2010,2010,1,1,5,2010,4,10,45
58509,9/25/2006,2006,3,9,39,2007,2,6,51
58510,9/18/2007,2007,3,9,38,2008,2,6,50
58511,9/6/2007,2007,3,9,36,2008,2,6,48
58512,9/6/2007,2007,3,9,36,2008,2,6,48
58513,9/6/2007,2007,3,9,36,2008,2,6,48
58514,9/15/2007,2007,3,9,37,2008,2,6,49
58515,9/23/2006,2006,3,9,38,2007,2,6,50
58516,9/23/2006,2006,3,9,38,2007,2,6,50
58517,9/23/2006,2006,3,9,38,2007,2,6,50
58518,9/6/2006,2006,3,9,36,2007,2,6,48
58519,9/6/2006,2006,3,9,36,2007,2,6,48
58520,9/18/2006,2006,3,9,38,2007,2,6,50
58521,9/18/2006,2006,3,9,38,2007,2,6,50
58522,9/18/2006,2006,3,9,38,2007,2,6,50
58523,10/9/2007,2007,4,10,41,2008,3,7,53
58524,10/9/2007,2007,4,10,41,2008,3,7,53
58525,10/9/2007,2007,4,10,41,2008,3,7,53
58526,9/20/2007,2007,3,9,38,2008,2,6,50
58527,9/20/2007,2007,3,9,38,2008,2,6,50
58528,2/25/2005,2005,1,2,9,2005,4,11,49
58529,2/25/2005,2005,1,2,9,2005,4,11,49
58530,2/25/2005,2005,1,2,9,2005,4,11,49
58531,2/17/2005,2005,1,2,8,2005,4,11,48
58532,2/18/2005,2005,1,2,8,2005,4,11,48
58533,2/26/2005,2005,1,2,9,2005,4,11,49
58534,2/26/2005,2005,1,2,9,2005,4,11,49
58535,2/14/2005,2005,1,2,8,2005,4,11,48
58536,8/15/2009,2009,3,8,33,2010,2,5,45
58537,8/5/2009,2009,3,8,32,2010,2,5,44
58538,1/6/2008,2008,1,1,2,2008,4,10,42
58539,1/6/2008,2008,1,1,2,2008,4,10,42
58540,7/29/2007,2007,3,7,31,2008,2,4,43
58541,7/29/2007,2007,3,7,31,2008,2,4,43
58542,10/4/2007,2007,4,10,40,2008,3,7,52
58543,10/3/2007,2007,4,10,40,2008,3,7,52
58544,9/25/2007,2007,3,9,39,2008,2,6,51
58545,4/17/2009,2009,2,4,16,2010,1,1,28
58546,5/11/2009,2009,2,5,20,2010,1,2,32
58547,5/11/2009,2009,2,5,20,2010,1,2,32
58548,5/11/2009,2009,2,5,20,2010,1,2,32
58549,5/11/2009,2009,2,5,20,2010,1,2,32
58550,10/5/2007,2007,4,10,40,2008,3,7,52
58551,5/5/2009,2009,2,5,19,2010,1,2,31
58552,5/5/2009,2009,2,5,19,2010,1,2,31
58553,5/5/2009,2009,2,5,19,2010,1,2,31
58554,10/18/2005,2005,4,10,43,2006,3,7,55
58555,10/18/2005,2005,4,10,43,2006,3,7,55
58556,4/16/2008,2008,2,4,16,2009,1,1,28
58557,4/16/2008,2008,2,4,16,2009,1,1,28
58558,4/16/2008,2008,2,4,16,2009,1,1,28
58559,10/31/2005,2005,4,10,45,2006,3,7,57
58560,10/7/2005,2005,4,10,41,2006,3,7,53
58561,10/7/2005,2005,4,10,41,2006,3,7,53
58562,11/17/2006,2006,4,11,46,2007,3,8,58
58563,11/16/2006,2006,4,11,46,2007,3,8,58
58564,10/11/2005,2005,4,10,42,2006,3,7,54
58565,10/11/2005,2005,4,10,42,2006,3,7,54
58566,10/24/2005,2005,4,10,44,2006,3,7,56
58567,10/13/2005,2005,4,10,42,2006,3,7,54
58568,5/5/2007,2007,2,5,18,2008,1,2,30
58569,5/2/2007,2007,2,5,18,2008,1,2,30
58570,3/10/2006,2006,1,3,10,2006,4,12,50
58571,3/10/2006,2006,1,3,10,2006,4,12,50
58572,5/24/2007,2007,2,5,21,2008,1,2,33
58573,5/19/2007,2007,2,5,20,2008,1,2,32
58574,4/25/2007,2007,2,4,17,2008,1,1,29
58575,4/25/2007,2007,2,4,17,2008,1,1,29
58576,5/16/2007,2007,2,5,20,2008,1,2,32
58577,9/14/2007,2007,3,9,37,2008,2,6,49
58578,5/12/2007,2007,2,5,19,2008,1,2,31
58579,5/12/2007,2007,2,5,19,2008,1,2,31
58580,11/14/2005,2005,4,11,47,2006,3,8,59
58581,2/22/2006,2006,1,2,8,2006,4,11,48
58582,2/22/2006,2006,1,2,8,2006,4,11,48
58583,8/8/2008,2008,3,8,32,2009,2,5,44
58584,8/8/2008,2008,3,8,32,2009,2,5,44
58585,7/29/2008,2008,3,7,31,2009,2,4,43
58586,7/29/2008,2008,3,7,31,2009,2,4,43
58587,8/7/2008,2008,3,8,32,2009,2,5,44
58588,7/24/2008,2008,3,7,30,2009,2,4,42
58589,7/24/2008,2008,3,7,30,2009,2,4,42
58590,11/21/2005,2005,4,11,48,2006,3,8,60
58591,11/21/2005,2005,4,11,48,2006,3,8,60
58592,8/2/2010,2010,3,8,32,2011,2,5,44
58593,8/11/2008,2008,3,8,33,2009,2,5,45
58594,8/11/2008,2008,3,8,33,2009,2,5,45
58595,8/11/2008,2008,3,8,33,2009,2,5,45
58596,7/23/2009,2009,3,7,30,2010,2,4,42
58597,7/23/2009,2009,3,7,30,2010,2,4,42
58598,7/29/2009,2009,3,7,31,2010,2,4,43
58599,7/11/2009,2009,3,7,28,2010,2,4,40
58600,7/6/2009,2009,3,7,28,2010,2,4,40
58601,7/6/2009,2009,3,7,28,2010,2,4,40
58602,7/6/2009,2009,3,7,28,2010,2,4,40
58603,7/10/2009,2009,3,7,28,2010,2,4,40
58604,8/20/2009,2009,3,8,34,2010,2,5,46
58605,8/20/2009,2009,3,8,34,2010,2,5,46
58606,8/20/2009,2009,3,8,34,2010,2,5,46
58607,8/20/2009,2009,3,8,34,2010,2,5,46
58608,11/1/2005,2005,4,11,45,2006,3,8,57
58609,11/1/2005,2005,4,11,45,2006,3,8,57
58610,8/3/2009,2009,3,8,32,2010,2,5,44
58611,8/1/2009,2009,3,8,31,2010,2,5,43
58612,8/19/2006,2006,3,8,33,2007,2,5,45
58613,8/19/2006,2006,3,8,33,2007,2,5,45
58614,11/21/2005,2005,4,11,48,2006,3,8,60
58615,1/13/2010,2010,1,1,3,2010,4,10,43
58616,1/13/2010,2010,1,1,3,2010,4,10,43
58617,2/8/2010,2010,1,2,7,2010,4,11,47
58618,1/27/2010,2010,1,1,5,2010,4,10,45
58619,1/27/2010,2010,1,1,5,2010,4,10,45
58620,8/15/2006,2006,3,8,33,2007,2,5,45
58621,8/15/2006,2006,3,8,33,2007,2,5,45
58622,8/15/2006,2006,3,8,33,2007,2,5,45
58623,8/12/2006,2006,3,8,32,2007,2,5,44
58624,9/6/2006,2006,3,9,36,2007,2,6,48
58625,9/2/2006,2006,3,9,35,2007,2,6,47
58626,9/2/2006,2006,3,9,35,2007,2,6,47
58627,9/2/2006,2006,3,9,35,2007,2,6,47
58628,11/19/2005,2005,4,11,47,2006,3,8,59
58629,11/19/2005,2005,4,11,47,2006,3,8,59
58630,9/13/2006,2006,3,9,37,2007,2,6,49
58631,8/24/2006,2006,3,8,34,2007,2,5,46
58632,9/8/2006,2006,3,9,36,2007,2,6,48
58633,9/8/2006,2006,3,9,36,2007,2,6,48
58634,9/8/2006,2006,3,9,36,2007,2,6,48
58635,7/30/2009,2009,3,7,31,2010,2,4,43
58636,8/19/2010,2010,3,8,34,2011,2,5,46
58637,12/25/2007,2007,4,12,52,2008,3,9,64
58638,12/25/2007,2007,4,12,52,2008,3,9,64
58639,12/25/2007,2007,4,12,52,2008,3,9,64
58640,12/25/2007,2007,4,12,52,2008,3,9,64
58641,12/25/2007,2007,4,12,52,2008,3,9,64
58642,4/12/2008,2008,2,4,15,2009,1,1,27
58643,4/12/2008,2008,2,4,15,2009,1,1,27
58644,12/12/2007,2007,4,12,50,2008,3,9,62
58645,9/19/2007,2007,3,9,38,2008,2,6,50
58646,9/19/2007,2007,3,9,38,2008,2,6,50
58647,10/4/2007,2007,4,10,40,2008,3,7,52
58648,9/30/2007,2007,3,9,40,2008,2,6,52
58649,9/22/2007,2007,3,9,38,2008,2,6,50
58650,9/21/2007,2007,3,9,38,2008,2,6,50
58651,9/17/2007,2007,3,9,38,2008,2,6,50
58652,5/12/2008,2008,2,5,20,2009,1,2,32
58653,5/12/2008,2008,2,5,20,2009,1,2,32
58654,6/17/2008,2008,2,6,25,2009,1,3,37
58655,6/30/2008,2008,2,6,27,2009,1,3,39
58656,6/30/2008,2008,2,6,27,2009,1,3,39
58657,6/27/2008,2008,2,6,26,2009,1,3,38
58658,7/7/2008,2008,3,7,28,2009,2,4,40
58659,2/19/2008,2008,1,2,8,2008,4,11,48
58660,3/25/2008,2008,1,3,13,2008,4,12,25
58661,5/26/2006,2006,2,5,21,2007,1,2,33
58662,5/8/2006,2006,2,5,19,2007,1,2,31
58663,8/27/2005,2005,3,8,35,2006,2,5,47
58664,8/27/2005,2005,3,8,35,2006,2,5,47
58665,8/25/2005,2005,3,8,35,2006,2,5,47
58666,8/8/2005,2005,3,8,33,2006,2,5,45
58667,8/8/2005,2005,3,8,33,2006,2,5,45
58668,8/19/2005,2005,3,8,34,2006,2,5,46
58669,11/22/2006,2006,4,11,47,2007,3,8,59
58670,11/22/2006,2006,4,11,47,2007,3,8,59
58671,9/4/2005,2005,3,9,37,2006,2,6,49
58672,9/4/2005,2005,3,9,37,2006,2,6,49
58673,4/7/2008,2008,2,4,15,2009,1,1,27
58674,4/7/2008,2008,2,4,15,2009,1,1,27
58675,7/5/2005,2005,3,7,28,2006,2,4,40
58676,7/5/2005,2005,3,7,28,2006,2,4,40
58677,7/5/2005,2005,3,7,28,2006,2,4,40
58678,6/26/2005,2005,2,6,27,2006,1,3,39
58679,6/27/2005,2005,2,6,27,2006,1,3,39
58680,6/27/2005,2005,2,6,27,2006,1,3,39
58681,10/30/2006,2006,4,10,44,2007,3,7,56
58682,6/17/2005,2005,2,6,25,2006,1,3,37
58683,4/10/2008,2008,2,4,15,2009,1,1,27
58684,7/6/2005,2005,3,7,28,2006,2,4,40
58685,7/18/2005,2005,3,7,30,2006,2,4,42
58686,11/18/2006,2006,4,11,46,2007,3,8,58
58687,5/3/2006,2006,2,5,18,2007,1,2,30
58688,11/11/2006,2006,4,11,45,2007,3,8,57
58689,11/11/2006,2006,4,11,45,2007,3,8,57
58690,11/11/2006,2006,4,11,45,2007,3,8,57
58691,11/11/2006,2006,4,11,45,2007,3,8,57
58692,10/25/2006,2006,4,10,43,2007,3,7,55
58693,10/25/2006,2006,4,10,43,2007,3,7,55
58694,8/26/2006,2006,3,8,34,2007,2,5,46
58695,8/26/2006,2006,3,8,34,2007,2,5,46
58696,5/22/2006,2006,2,5,21,2007,1,2,33
58697,5/22/2006,2006,2,5,21,2007,1,2,33
58698,5/22/2006,2006,2,5,21,2007,1,2,33
58699,5/22/2006,2006,2,5,21,2007,1,2,33
58700,7/13/2010,2010,3,7,29,2011,2,4,41
58701,5/21/2007,2007,2,5,21,2008,1,2,33
58702,5/21/2007,2007,2,5,21,2008,1,2,33
58703,12/9/2006,2006,4,12,49,2007,3,9,61
58704,12/9/2006,2006,4,12,49,2007,3,9,61
58705,12/9/2006,2006,4,12,49,2007,3,9,61
58706,12/14/2006,2006,4,12,50,2007,3,9,62
58707,3/19/2008,2008,1,3,12,2008,4,12,24
58708,3/19/2008,2008,1,3,12,2008,4,12,24
58709,11/24/2006,2006,4,11,47,2007,3,8,59
58710,11/23/2006,2006,4,11,47,2007,3,8,59
58711,11/23/2006,2006,4,11,47,2007,3,8,59
58712,11/30/2006,2006,4,11,48,2007,3,8,60
58713,12/11/2006,2006,4,12,50,2007,3,9,62
58714,12/11/2006,2006,4,12,50,2007,3,9,62
58715,12/11/2006,2006,4,12,50,2007,3,9,62
58716,12/11/2006,2006,4,12,50,2007,3,9,62
58717,11/24/2006,2006,4,11,47,2007,3,8,59
58718,11/24/2006,2006,4,11,47,2007,3,8,59
58719,11/24/2006,2006,4,11,47,2007,3,8,59
58720,12/12/2006,2006,4,12,50,2007,3,9,62
58721,12/12/2006,2006,4,12,50,2007,3,9,62
58722,12/12/2006,2006,4,12,50,2007,3,9,62
58723,12/12/2006,2006,4,12,50,2007,3,9,62
58724,12/12/2006,2006,4,12,50,2007,3,9,62
58725,3/28/2010,2010,1,3,14,2010,4,12,26
58726,4/23/2010,2010,2,4,17,2011,1,1,29
58727,9/10/2005,2005,3,9,37,2006,2,6,49
58728,9/10/2005,2005,3,9,37,2006,2,6,49
58729,8/29/2005,2005,3,8,36,2006,2,5,48
58730,8/29/2005,2005,3,8,36,2006,2,5,48
58731,8/28/2005,2005,3,8,36,2006,2,5,48
58732,8/21/2005,2005,3,8,35,2006,2,5,47
58733,4/4/2010,2010,2,4,15,2011,1,1,27
58734,9/3/2005,2005,3,9,36,2006,2,6,48
58735,9/6/2005,2005,3,9,37,2006,2,6,49
58736,9/6/2005,2005,3,9,37,2006,2,6,49
58737,4/17/2010,2010,2,4,16,2011,1,1,28
58738,12/26/2006,2006,4,12,52,2007,3,9,64
58739,12/26/2006,2006,4,12,52,2007,3,9,64
58740,12/17/2006,2006,4,12,51,2007,3,9,63
58741,1/6/2007,2007,1,1,1,2007,4,10,41
58742,1/6/2007,2007,1,1,1,2007,4,10,41
58743,1/6/2007,2007,1,1,1,2007,4,10,41
58744,4/7/2010,2010,2,4,15,2011,1,1,27
58745,1/1/2007,2007,1,1,1,2007,4,10,41
58746,12/13/2006,2006,4,12,50,2007,3,9,62
58747,12/21/2006,2006,4,12,51,2007,3,9,63
58748,12/26/2006,2006,4,12,52,2007,3,9,64
58749,6/17/2007,2007,2,6,25,2008,1,3,37
58750,6/17/2007,2007,2,6,25,2008,1,3,37
58751,7/6/2006,2006,3,7,27,2007,2,4,39
58752,7/6/2006,2006,3,7,27,2007,2,4,39
58753,7/6/2006,2006,3,7,27,2007,2,4,39
58754,6/24/2007,2007,2,6,26,2008,1,3,38
58755,6/24/2007,2007,2,6,26,2008,1,3,38
58756,6/24/2007,2007,2,6,26,2008,1,3,38
58757,6/28/2007,2007,2,6,26,2008,1,3,38
58758,7/11/2007,2007,3,7,28,2008,2,4,40
58759,6/30/2006,2006,2,6,26,2007,1,3,38
58760,3/7/2006,2006,1,3,10,2006,4,12,50
58761,3/22/2006,2006,1,3,12,2006,4,12,24
58762,3/22/2006,2006,1,3,12,2006,4,12,24
58763,3/22/2006,2006,1,3,12,2006,4,12,24
58764,7/10/2007,2007,3,7,28,2008,2,4,40
58765,3/15/2006,2006,1,3,11,2006,4,12,51
58766,3/15/2006,2006,1,3,11,2006,4,12,51
58767,3/16/2006,2006,1,3,11,2006,4,12,51
58768,2/16/2009,2009,1,2,8,2009,4,11,48
58769,2/16/2009,2009,1,2,8,2009,4,11,48
58770,8/12/2009,2009,3,8,33,2010,2,5,45
58771,8/12/2009,2009,3,8,33,2010,2,5,45
58772,8/12/2009,2009,3,8,33,2010,2,5,45
58773,8/12/2009,2009,3,8,33,2010,2,5,45
58774,11/12/2006,2006,4,11,46,2007,3,8,58
58775,11/12/2006,2006,4,11,46,2007,3,8,58
58776,11/12/2006,2006,4,11,46,2007,3,8,58
58777,1/10/2005,2005,1,1,3,2005,4,10,43
58778,1/8/2005,2005,1,1,2,2005,4,10,42
58779,1/8/2005,2005,1,1,2,2005,4,10,42
58780,12/21/2007,2007,4,12,51,2008,3,9,63
58781,12/21/2007,2007,4,12,51,2008,3,9,63
58782,12/21/2007,2007,4,12,51,2008,3,9,63
58783,12/21/2007,2007,4,12,51,2008,3,9,63
58784,12/22/2004,2004,4,12,52,2005,3,9,64
58785,12/22/2004,2004,4,12,52,2005,3,9,64
58786,1/2/2005,2005,1,1,2,2005,4,10,42
58787,12/22/2004,2004,4,12,52,2005,3,9,64
58788,12/22/2004,2004,4,12,52,2005,3,9,64
58789,12/6/2007,2007,4,12,49,2008,3,9,61
58790,11/19/2007,2007,4,11,47,2008,3,8,59
58791,11/19/2007,2007,4,11,47,2008,3,8,59
58792,8/7/2009,2009,3,8,32,2010,2,5,44
58793,8/7/2009,2009,3,8,32,2010,2,5,44
58794,5/20/2005,2005,2,5,21,2006,1,2,33
58795,5/20/2005,2005,2,5,21,2006,1,2,33
58796,5/20/2005,2005,2,5,21,2006,1,2,33
58797,5/20/2005,2005,2,5,21,2006,1,2,33
58798,5/20/2005,2005,2,5,21,2006,1,2,33
58799,12/29/2009,2009,4,12,1,2010,3,9,41
58800,12/29/2009,2009,4,12,1,2010,3,9,41
58801,4/6/2005,2005,2,4,15,2006,1,1,27
58802,4/6/2005,2005,2,4,15,2006,1,1,27
58803,12/2/2007,2007,4,12,49,2008,3,9,61
58804,3/17/2005,2005,1,3,12,2005,4,12,24
58805,4/12/2005,2005,2,4,16,2006,1,1,28
58806,3/19/2005,2005,1,3,12,2005,4,12,24
58807,3/19/2005,2005,1,3,12,2005,4,12,24
58808,3/19/2005,2005,1,3,12,2005,4,12,24
58809,4/19/2005,2005,2,4,17,2006,1,1,29
58810,11/22/2007,2007,4,11,47,2008,3,8,59
58811,11/22/2007,2007,4,11,47,2008,3,8,59
58812,12/11/2007,2007,4,12,50,2008,3,9,62
58813,12/3/2007,2007,4,12,49,2008,3,9,61
58814,12/3/2007,2007,4,12,49,2008,3,9,61
58815,12/1/2007,2007,4,12,48,2008,3,9,60
58816,3/20/2006,2006,1,3,12,2006,4,12,24
58817,3/20/2006,2006,1,3,12,2006,4,12,24
58818,3/20/2006,2006,1,3,12,2006,4,12,24
58819,3/20/2006,2006,1,3,12,2006,4,12,24
58820,3/20/2006,2006,1,3,12,2006,4,12,24
58821,5/23/2005,2005,2,5,22,2006,1,2,34
58822,5/23/2005,2005,2,5,22,2006,1,2,34
58823,7/20/2009,2009,3,7,30,2010,2,4,42
58824,7/20/2009,2009,3,7,30,2010,2,4,42
58825,7/20/2009,2009,3,7,30,2010,2,4,42
58826,7/20/2009,2009,3,7,30,2010,2,4,42
58827,7/17/2009,2009,3,7,29,2010,2,4,41
58828,7/17/2009,2009,3,7,29,2010,2,4,41
58829,4/8/2006,2006,2,4,14,2007,1,1,26
58830,4/8/2006,2006,2,4,14,2007,1,1,26
58831,1/29/2009,2009,1,1,5,2009,4,10,45
58832,1/29/2009,2009,1,1,5,2009,4,10,45
58833,7/27/2009,2009,3,7,31,2010,2,4,43
58834,4/16/2007,2007,2,4,16,2008,1,1,28
58835,4/16/2007,2007,2,4,16,2008,1,1,28
58836,4/16/2007,2007,2,4,16,2008,1,1,28
58837,4/16/2007,2007,2,4,16,2008,1,1,28
58838,3/27/2007,2007,1,3,13,2007,4,12,25
58839,3/27/2007,2007,1,3,13,2007,4,12,25
58840,9/13/2009,2009,3,9,38,2010,2,6,50
58841,9/18/2009,2009,3,9,38,2010,2,6,50
58842,1/28/2010,2010,1,1,5,2010,4,10,45
58843,1/14/2010,2010,1,1,3,2010,4,10,43
58844,1/14/2010,2010,1,1,3,2010,4,10,43
58845,1/8/2010,2010,1,1,2,2010,4,10,42
58846,1/8/2010,2010,1,1,2,2010,4,10,42
58847,9/6/2009,2009,3,9,37,2010,2,6,49
58848,9/6/2009,2009,3,9,37,2010,2,6,49
58849,9/6/2009,2009,3,9,37,2010,2,6,49
58850,9/6/2009,2009,3,9,37,2010,2,6,49
58851,9/6/2009,2009,3,9,37,2010,2,6,49
58852,1/26/2010,2010,1,1,5,2010,4,10,45
58853,1/26/2010,2010,1,1,5,2010,4,10,45
58854,1/5/2010,2010,1,1,2,2010,4,10,42
58855,1/5/2010,2010,1,1,2,2010,4,10,42
58856,1/21/2010,2010,1,1,4,2010,4,10,44
58857,10/6/2009,2009,4,10,41,2010,3,7,53
58858,7/16/2006,2006,3,7,29,2007,2,4,41
58859,7/16/2006,2006,3,7,29,2007,2,4,41
58860,7/27/2007,2007,3,7,30,2008,2,4,42
58861,6/2/2008,2008,2,6,23,2009,1,3,35
58862,7/12/2006,2006,3,7,28,2007,2,4,40
58863,7/12/2006,2006,3,7,28,2007,2,4,40
58864,5/6/2005,2005,2,5,19,2006,1,2,31
58865,7/27/2006,2006,3,7,30,2007,2,4,42
58866,7/27/2006,2006,3,7,30,2007,2,4,42
58867,6/24/2007,2007,2,6,26,2008,1,3,38
58868,6/24/2007,2007,2,6,26,2008,1,3,38
58869,7/16/2007,2007,3,7,29,2008,2,4,41
58870,7/16/2007,2007,3,7,29,2008,2,4,41
58871,7/16/2007,2007,3,7,29,2008,2,4,41
58872,6/29/2007,2007,2,6,26,2008,1,3,38
58873,6/29/2007,2007,2,6,26,2008,1,3,38
58874,6/28/2007,2007,2,6,26,2008,1,3,38
58875,6/28/2007,2007,2,6,26,2008,1,3,38
58876,7/7/2007,2007,3,7,27,2008,2,4,39
58877,7/7/2007,2007,3,7,27,2008,2,4,39
58878,7/7/2007,2007,3,7,27,2008,2,4,39
58879,7/7/2007,2007,3,7,27,2008,2,4,39
58880,12/26/2006,2006,4,12,52,2007,3,9,64
58881,12/26/2006,2006,4,12,52,2007,3,9,64
58882,1/7/2005,2005,1,1,2,2005,4,10,42
58883,1/25/2005,2005,1,1,5,2005,4,10,45
58884,1/4/2005,2005,1,1,2,2005,4,10,42
58885,1/9/2005,2005,1,1,3,2005,4,10,43
58886,1/17/2005,2005,1,1,4,2005,4,10,44
58887,12/17/2006,2006,4,12,51,2007,3,9,63
58888,1/3/2005,2005,1,1,2,2005,4,10,42
58889,1/13/2009,2009,1,1,3,2009,4,10,43
58890,1/13/2009,2009,1,1,3,2009,4,10,43
58891,1/13/2009,2009,1,1,3,2009,4,10,43
58892,8/4/2009,2009,3,8,32,2010,2,5,44
58893,8/4/2009,2009,3,8,32,2010,2,5,44
58894,7/19/2009,2009,3,7,30,2010,2,4,42
58895,7/19/2009,2009,3,7,30,2010,2,4,42
58896,8/1/2009,2009,3,8,31,2010,2,5,43
58897,8/1/2009,2009,3,8,31,2010,2,5,43
58898,7/21/2007,2007,3,7,29,2008,2,4,41
58899,7/21/2007,2007,3,7,29,2008,2,4,41
58900,7/30/2009,2009,3,7,31,2010,2,4,43
58901,7/23/2009,2009,3,7,30,2010,2,4,42
58902,7/24/2009,2009,3,7,30,2010,2,4,42
58903,7/30/2009,2009,3,7,31,2010,2,4,43
58904,8/3/2009,2009,3,8,32,2010,2,5,44
58905,8/14/2007,2007,3,8,33,2008,2,5,45
58906,8/14/2007,2007,3,8,33,2008,2,5,45
58907,8/14/2007,2007,3,8,33,2008,2,5,45
58908,8/14/2007,2007,3,8,33,2008,2,5,45
58909,8/28/2007,2007,3,8,35,2008,2,5,47
58910,1/24/2009,2009,1,1,4,2009,4,10,44
58911,1/24/2009,2009,1,1,4,2009,4,10,44
58912,1/24/2009,2009,1,1,4,2009,4,10,44
